iter	Logloss
0	0.3579719507
1	0.1971395413
2	0.1071675991
3	0.05761187831
4	0.03561129329
5	0.02186587904
6	0.01645383395
7	0.01250686207
8	0.009400884688
9	0.008520366773
10	0.007453248588
11	0.006339496939
12	0.005738267467
13	0.00510941815
14	0.004914528506
15	0.004574359183
16	0.004479175255
17	0.004352835279
18	0.004260832444
19	0.004214389855
20	0.00411237573
21	0.004041170234
22	0.003998948459
23	0.003964675629
24	0.003936252184
25	0.003916350483
26	0.003884107674
27	0.00383567012
28	0.003764133335
29	0.003741664043
30	0.00372339321
31	0.003702565673
32	0.003676378114
33	0.003652787082
34	0.003652776765
35	0.003645469243
36	0.00362955519
37	0.003597537767
38	0.003587117502
39	0.003566063314
40	0.003542396575
41	0.003534130798
42	0.003511362968
43	0.003492714858
44	0.003492714858
45	0.003477064869
46	0.003477064869
47	0.00344503206
48	0.003432471833
49	0.003415738579
50	0.003415738579
51	0.003406289521
52	0.003398050206
53	0.003398050206
54	0.003361205121
55	0.003343111513
56	0.003343080449
57	0.003327903531
58	0.00331658565
59	0.00330588613
60	0.003296905555
61	0.00329195703
62	0.003291973033
63	0.003275892284
64	0.00327587503
65	0.00327587503
66	0.003266998936
67	0.003255919286
68	0.003255900935
69	0.003239996072
70	0.003232237029
71	0.003232217698
72	0.003226233738
73	0.003226205776
74	0.003219000899
75	0.00321901167
76	0.003206438747
77	0.003198773325
78	0.003198773325
79	0.003198771578
80	0.003198761358
81	0.003193260474
82	0.003193260474
83	0.003193237807
84	0.003185907267
85	0.003181844307
86	0.003178312271
87	0.00316619286
88	0.003158180225
89	0.003158161607
90	0.003158155203
91	0.003158155203
92	0.00314791681
93	0.00314791681
94	0.003147927738
95	0.003147927738
96	0.003147917603
97	0.00313994111
98	0.003137197912
99	0.00313717991
100	0.00311392158
101	0.00311394176
102	0.003113919473
103	0.003113906538
104	0.003113897442
105	0.003098472802
106	0.003098472802
107	0.003090016754
108	0.003090016754
109	0.003084010001
110	0.003083980696
111	0.003079399883
112	0.003079386819
113	0.003077459968
114	0.003077447891
115	0.003077447891
116	0.00307743966
117	0.00307743966
118	0.003073037076
119	0.003067500723
120	0.003067485711
121	0.003067483733
122	0.003067483733
123	0.003067483733
124	0.003067466255
125	0.003067449948
126	0.003067460114
127	0.003057569815
128	0.003057558993
129	0.003057532418
130	0.003054835042
131	0.00305482319
132	0.00305482319
133	0.003047394155
134	0.003047388971
135	0.003047388971
136	0.003047372387
137	0.003047376617
138	0.003047345228
139	0.003047329798
140	0.003047316972
141	0.003047316972
142	0.003047316972
143	0.003047316172
144	0.003047316172
145	0.003047316172
146	0.00304729712
147	0.00304729712
148	0.003040787029
149	0.003034523876
150	0.003034523876
151	0.003034523876
152	0.003025244867
153	0.003017349375
154	0.00301734006
155	0.003017337783
156	0.003009014032
157	0.002999633189
158	0.002989140551
159	0.002989133751
160	0.002989133751
161	0.002981625378
162	0.00298161617
163	0.00298161617
164	0.002981610617
165	0.002981609495
166	0.002981610367
167	0.002981596287
168	0.002981596287
169	0.002981586115
170	0.00298158545
171	0.002981572905
172	0.002981560546
173	0.002981550968
174	0.002981549377
175	0.002981507939
176	0.002981469424
177	0.002981429251
178	0.002981394531
179	0.002981381108
180	0.002981371792
181	0.002981349814
182	0.002981329501
183	0.002981307318
184	0.002981291467
185	0.002981270298
186	0.002981251093
187	0.002981231876
188	0.002981213244
189	0.002981201691
190	0.002981178354
191	0.002981161835
192	0.002981141289
193	0.002981123266
194	0.00298110572
195	0.002981096527
196	0.002981104235
197	0.002981087768
198	0.002981087786
199	0.002981078236
